customer_id,customer_zip_code_prefix,total_orders,total_spend,average_order_value,total_items_purchased,average_review_score,average_delivery_days,average_delivery_delay_days,late_orders,cancelled_orders,customer_lifetime_days,purchase_frequency,recency_days,frequency,monetary,cluster_id,segment_name
0214d81e1cb90cf47f40f5345a1a6c08,11055.0,1.0,236.55999999999997,236.55999999999997,2.0,5.0,11.861145833333333,4.79425925925926,1.0,0.0,0.0,1.0,161.79626157407407,1.0,236.55999999999997,1,Higher Activity Segment
0215ccbc95aee7344ac14c2bacf19d12,88306.0,1.0,90.88000000000001,90.88000000000001,1.0,2.0,31.045983796296298,10.658981481481481,1.0,0.0,0.0,1.0,230.11637731481483,1.0,90.88000000000001,1,Higher Activity Segment
02193de2a9880973fdeb02923eb5fffd,71916.0,1.0,60.0,60.0,1.0,1.0,24.976134259259258,3.6554398148148146,1.0,0.0,0.0,1.0,399.05006944444443,1.0,60.0,1,Higher Activity Segment
021987f5dabdb8e550dc74b02d6e2371,60055.0,1.0,57.03,57.03,1.0,3.0,26.87605324074074,2.661550925925926,1.0,0.0,0.0,1.0,159.9438773148148,1.0,57.03,1,Higher Activity Segment
0219c0ad1f15c9d6d7fac84ccd3ec235,65903.0,1.0,50.83,50.83,1.0,1.0,37.97607638888889,7.712141203703704,1.0,0.0,0.0,1.0,583.9933101851852,1.0,50.83,1,Higher Activity Segment
0219e8c875d04bfff5a49b0555a08e89,23042.0,1.0,94.3,94.3,1.0,1.0,30.913391203703704,10.800590277777777,1.0,0.0,0.0,1.0,245.84217592592591,1.0,94.3,1,Higher Activity Segment
022b1e47fbf658d8e3865c8753bf361f,92310.0,1.0,51.01,51.01,1.0,1.0,39.57043981481481,8.908703703703704,1.0,0.0,0.0,1.0,235.39111111111112,1.0,51.01,1,Higher Activity Segment
022d8582868c8ee0a200885b357c4208,68503.0,1.0,318.22999999999996,318.22999999999996,1.0,1.0,44.70101851851852,9.522407407407407,1.0,0.0,0.0,1.0,171.90798611111111,1.0,318.22999999999996,1,Higher Activity Segment
024269ae81ed73c17c4c53d91ba2cc93,45823.0,1.0,302.24,302.24,1.0,1.0,30.397939814814816,3.8784490740740742,1.0,0.0,0.0,1.0,224.24886574074074,1.0,302.24,1,Higher Activity Segment
024f63965c192d99e1da51a1c3516239,11443.0,1.0,460.60999999999996,460.60999999999996,1.0,4.0,17.02201388888889,1.564363425925926,1.0,0.0,0.0,1.0,150.18702546296296,1.0,460.60999999999996,1,Higher Activity Segment
0258b86016655dffa67ff624a6f76130,28990.0,1.0,64.42,64.42,1.0,1.0,32.58280092592592,9.39494212962963,1.0,0.0,0.0,1.0,571.9172337962963,1.0,64.42,1,Higher Activity Segment
026adcb56c849c792db0ca91cf43a236,4043.0,1.0,350.19,350.19,1.0,3.0,9.23542824074074,1.849351851851852,1.0,0.0,0.0,1.0,352.1154513888889,1.0,350.19,1,Higher Activity Segment
027173ae64ea4eb32139b3205e7e02c0,4863.0,1.0,35.36,35.36,1.0,1.0,14.105682870370371,6.693356481481482,1.0,0.0,0.0,1.0,80.14170138888889,1.0,35.36,1,Higher Activity Segment
0273345e320539cc7bf1f6469b2fa34d,15046.0,1.0,99.26,99.26,1.0,1.0,27.92587962962963,7.529814814814815,1.0,0.0,0.0,1.0,101.12543981481481,1.0,99.26,1,Higher Activity Segment
027366c552ba033496aceb34187f01d6,22470.0,1.0,75.6,75.6,2.0,5.0,23.264664351851852,3.980613425925926,1.0,0.0,0.0,1.0,236.01342592592593,1.0,75.6,1,Higher Activity Segment
0275161cf1fc69fd8f5412ba423a3004,2802.0,1.0,34.35,34.35,1.0,5.0,5.928865740740741,3.474837962962963,1.0,0.0,0.0,1.0,65.18340277777777,1.0,34.35,1,Higher Activity Segment
027ece8189c0d8b1d3b543676aa81a9c,38407.0,1.0,113.11000000000001,113.11000000000001,1.0,1.0,34.52225694444444,15.065578703703704,1.0,0.0,0.0,1.0,226.18605324074073,1.0,113.11000000000001,1,Higher Activity Segment
0297b96a2290b2d419ac0b0cea83b5eb,24426.0,1.0,306.51,306.51,1.0,5.0,23.265497685185185,2.9913194444444446,1.0,0.0,0.0,1.0,155.00355324074073,1.0,306.51,1,Higher Activity Segment
0298eec43baa253837fca6e98da66903,29057.0,1.0,45.089999999999996,45.089999999999996,1.0,0.0,22.17883101851852,2.6511689814814816,1.0,0.0,0.0,1.0,397.25703703703704,1.0,45.089999999999996,1,Higher Activity Segment
029c1bebebe4314d00b4ebc26fb09225,85890.0,1.0,100.41,100.41,1.0,5.0,31.737569444444443,5.689722222222223,1.0,0.0,0.0,1.0,160.77722222222224,1.0,100.41,1,Higher Activity Segment
029ca19aa34f9311941ab931975cff1b,86806.0,1.0,105.36999999999999,105.36999999999999,1.0,1.0,51.95030092592592,24.685914351851853,1.0,0.0,0.0,1.0,309.9937615740741,1.0,105.36999999999999,1,Higher Activity Segment
029e575b0cdb8a5696a502ed2f9391e3,88047.0,1.0,153.4,153.4,1.0,1.0,37.844351851851854,18.775462962962962,1.0,0.0,0.0,1.0,229.7982638888889,1.0,153.4,1,Higher Activity Segment
02acb517fba465aad1f1332faaf4b1b4,18150.0,1.0,188.0,188.0,1.0,3.0,20.499525462962964,4.950601851851852,1.0,0.0,0.0,1.0,219.2782986111111,1.0,188.0,1,Higher Activity Segment
02b7163ebab30c1560be4d0ead691b00,83560.0,1.0,35.46,35.46,1.0,5.0,21.90747685185185,1.6072337962962964,1.0,0.0,0.0,1.0,576.0296180555556,1.0,35.46,1,Higher Activity Segment
02b9bbbd5bec26b61cfd9bd3944c2ffb,71015.0,1.0,181.86,181.86,1.0,1.0,32.057546296296294,8.693715277777779,1.0,0.0,0.0,1.0,328.0932060185185,1.0,181.86,1,Higher Activity Segment
02bd740a9c42959b61e38d5a07d43522,12228.0,1.0,255.46,255.46,1.0,5.0,2.129537037037037,0.07670138888888889,1.0,0.0,0.0,1.0,64.78221064814815,1.0,255.46,1,Higher Activity Segment
02ed2cff54eb047cdbe79dd0535945d4,5119.0,1.0,84.42999999999999,84.42999999999999,1.0,1.0,22.855555555555554,3.4499189814814817,1.0,0.0,0.0,1.0,328.1350115740741,1.0,84.42999999999999,1,Higher Activity Segment
02f8be25cf5a4dff37f2b03f7fbb04aa,40050.0,1.0,120.38,120.38,1.0,2.0,30.113287037037036,5.75613425925926,1.0,0.0,0.0,1.0,192.08652777777777,1.0,120.38,1,Higher Activity Segment
030ae7b844c8db8738bb14019351ea55,20550.0,1.0,101.03,101.03,1.0,0.0,34.32650462962963,5.765370370370371,1.0,0.0,0.0,1.0,240.29050925925927,1.0,101.03,1,Higher Activity Segment
03107396af0b320ed3c0f37f2159915f,40296.0,1.0,77.98,77.98,1.0,5.0,31.988194444444446,2.5453935185185186,1.0,0.0,0.0,1.0,317.1721759259259,1.0,77.98,1,Higher Activity Segment
031a4751690cb362510c7b55428f7fff,11700.0,1.0,173.8,173.8,1.0,1.0,25.95431712962963,4.860335648148149,1.0,0.0,0.0,1.0,210.82335648148148,1.0,173.8,1,Higher Activity Segment
031c996d15d1e1b6bfe5abb0e4583e9b,22740.0,1.0,125.52,125.52,1.0,1.0,50.6430787037037,26.862511574074073,1.0,0.0,0.0,1.0,235.50994212962962,1.0,125.52,1,Higher Activity Segment
032a544bbe984490f6ff7450e3c8b0bc,19026.0,1.0,0.0,0.0,0.0,2.0,12.452939814814815,0.0,0.0,1.0,0.0,1.0,49.182314814814816,1.0,0.0,1,Higher Activity Segment
03326ac6bdb11c844b82c85df77525cb,59575.0,1.0,81.21000000000001,81.21000000000001,1.0,3.0,42.512685185185184,4.874513888888889,1.0,0.0,0.0,1.0,321.36754629629627,1.0,81.21000000000001,1,Higher Activity Segment
0332d4009fc4c2bf2cd0e1baf01d9765,88058.0,1.0,200.04,200.04,4.0,1.0,44.19769675925926,21.883819444444445,1.0,0.0,0.0,1.0,235.04325231481482,1.0,200.04,1,Higher Activity Segment
0337719c3caba8187a276942d35347fd,96090.0,1.0,0.0,0.0,0.0,2.0,35.58979166666666,0.0,0.0,1.0,0.0,1.0,70.31916666666666,1.0,0.0,1,Higher Activity Segment
0338fb809c86eb60e7c6ad3b69a8a33b,4134.0,1.0,128.26,128.26,1.0,5.0,20.065601851851852,0.8690277777777777,1.0,0.0,0.0,1.0,215.92594907407408,1.0,128.26,1,Higher Activity Segment
033f5ddbb536a477e81abd786f23f452,30360.0,1.0,35.230000000000004,35.230000000000004,1.0,1.0,14.144467592592592,0.0,0.0,1.0,0.0,1.0,148.87384259259258,1.0,35.230000000000004,1,Higher Activity Segment
033fab69968b0d69099d64423831a236,29278.0,1.0,44.629999999999995,44.629999999999995,1.0,4.0,136.78162037037038,96.55747685185185,1.0,0.0,0.0,1.0,137.9535185185185,1.0,44.629999999999995,1,Higher Activity Segment
0340b2de09f18a986fea9f26cc7b2d9c,39730.0,1.0,355.1,355.1,5.0,5.0,24.45289351851852,0.0,0.0,1.0,0.0,1.0,511.1822685185185,1.0,355.1,1,Higher Activity Segment
03429d54443e1269399f0e20eefd7512,13050.0,1.0,47.77,47.77,1.0,1.0,17.197974537037037,0.8814814814814815,1.0,0.0,0.0,1.0,244.04586805555556,1.0,47.77,1,Higher Activity Segment
034dbf527c403a97312d2d20abb0d0d3,6544.0,1.0,173.73999999999998,173.73999999999998,1.0,0.0,24.493391203703705,1.994224537037037,1.0,0.0,0.0,1.0,86.22854166666667,1.0,173.73999999999998,1,Higher Activity Segment
034ecc550de79becac426a8ed79722f9,40140.0,1.0,26.689999999999998,26.689999999999998,1.0,0.0,31.218298611111113,6.647569444444445,1.0,0.0,0.0,1.0,276.30010416666664,1.0,26.689999999999998,1,Higher Activity Segment
03510abea6b35f3fd38e50b4e8f8287f,12704.0,1.0,30.83,30.83,1.0,4.0,21.16298611111111,1.973599537037037,1.0,0.0,0.0,1.0,239.91876157407407,1.0,30.83,1,Higher Activity Segment
0355d9908ea1ed8e05ac5402d84e250d,6660.0,1.0,32.379999999999995,32.379999999999995,1.0,4.0,13.258356481481481,0.6446643518518519,1.0,0.0,0.0,1.0,205.34306712962962,1.0,32.379999999999995,1,Higher Activity Segment
036a6fb17c53bf6788807347320e8bf1,65062.0,1.0,33.4,33.4,1.0,1.0,32.02180555555555,7.608819444444444,1.0,0.0,0.0,1.0,243.14236111111111,1.0,33.4,1,Higher Activity Segment
037b8a87b79ef80a342929651eeaa760,2979.0,1.0,31.75,31.75,1.0,2.0,24.201122685185187,0.7750810185185185,1.0,0.0,0.0,1.0,383.15541666666667,1.0,31.75,1,Higher Activity Segment
0383cb4f0f80f571863a2542410f51e0,83420.0,1.0,147.99,147.99,1.0,5.0,26.242592592592594,1.6605555555555556,1.0,0.0,0.0,1.0,157.31141203703703,1.0,147.99,1,Higher Activity Segment
03915163a75b2905841984b17a5d949a,89211.0,1.0,166.35,166.35,1.0,1.0,32.33778935185185,6.796331018518519,1.0,0.0,0.0,1.0,235.27083333333334,1.0,166.35,1,Higher Activity Segment
0397cc69d4f5d98b754925553a327d17,48913.0,1.0,138.74,138.74,1.0,1.0,31.91059027777778,7.921145833333333,1.0,0.0,0.0,1.0,165.71881944444445,1.0,138.74,1,Higher Activity Segment
039a50ec3dc563eaf0bb3ecf176cdf99,78065.0,1.0,100.69999999999999,100.69999999999999,3.0,1.0,28.40517361111111,5.873900462962963,1.0,0.0,0.0,1.0,232.26064814814814,1.0,100.69999999999999,1,Higher Activity Segment
039c5d6f330c73420f1658e63f67f0ff,5398.0,1.0,29.770000000000003,29.770000000000003,1.0,1.0,6.185046296296297,0.6895254629629629,1.0,0.0,0.0,1.0,77.22489583333333,1.0,29.770000000000003,1,Higher Activity Segment
039e247f51f48db99559485f01600562,18206.0,1.0,41.849999999999994,41.849999999999994,1.0,5.0,17.907210648148148,3.8206018518518516,1.0,0.0,0.0,1.0,83.8159837962963,1.0,41.849999999999994,1,Higher Activity Segment
03bc9df96986cacc93d21bdb8914f83a,48071.0,1.0,110.33,110.33,1.0,5.0,28.016631944444445,1.978449074074074,1.0,0.0,0.0,1.0,224.76755787037038,1.0,110.33,1,Higher Activity Segment
03c25401073fe088ba2c01a4db9e9857,38600.0,1.0,66.74,66.74,1.0,3.0,23.704525462962962,0.5676157407407407,1.0,0.0,0.0,1.0,281.86628472222225,1.0,66.74,1,Higher Activity Segment
03c27921f605f0385f319ba1bbee389b,65047.0,1.0,123.04,123.04,1.0,2.0,40.92042824074074,16.851921296296297,1.0,0.0,0.0,1.0,327.79788194444444,1.0,123.04,1,Higher Activity Segment
03cd896233134f9feda7bd1c0eddc7be,40050.0,1.0,140.07999999999998,140.07999999999998,1.0,4.0,32.038402777777776,0.7991203703703704,1.0,0.0,0.0,1.0,317.9686574074074,1.0,140.07999999999998,1,Higher Activity Segment
03d0ec2d85870812d23393eda7a45e8c,72860.0,1.0,84.13000000000001,84.13000000000001,1.0,5.0,23.00777777777778,1.500011574074074,1.0,0.0,0.0,1.0,329.2371412037037,1.0,84.13000000000001,1,Higher Activity Segment
03e4aa263433c6741b5d22e28272c520,9133.0,1.0,42.5,42.5,1.0,3.0,14.362349537037037,2.729351851851852,1.0,0.0,0.0,1.0,64.36237268518518,1.0,42.5,1,Higher Activity Segment
03f7c28100418ce57927a01d62a6cdf3,21010.0,1.0,118.46000000000001,118.46000000000001,1.0,2.0,37.263009259259256,13.940138888888889,1.0,0.0,0.0,1.0,324.0522453703704,1.0,118.46000000000001,1,Higher Activity Segment
040d94f8ba8ca26014bd6f7e8a6e0c0d,88034.0,1.0,0.0,0.0,0.0,1.0,30.16208333333333,0.0,0.0,1.0,0.0,1.0,61.89145833333333,1.0,0.0,1,Higher Activity Segment
0411ba9ee6c7697c60b2e05345557958,1552.0,1.0,111.83000000000001,111.83000000000001,1.0,5.0,78.96320601851852,58.660868055555554,1.0,0.0,0.0,1.0,115.03171296296296,1.0,111.83000000000001,1,Higher Activity Segment
0411e33b400d7bea31c3983d67bc071f,13085.0,1.0,85.4,85.4,2.0,4.0,18.200023148148148,0.5819791666666667,1.0,0.0,0.0,1.0,543.3474189814815,1.0,85.4,1,Higher Activity Segment
0419432b440cac406896f9b2ed4419a1,88501.0,1.0,164.4,164.4,4.0,0.0,58.91118055555555,35.67081018518518,1.0,0.0,0.0,1.0,516.9697453703703,1.0,164.4,1,Higher Activity Segment
041cd6848abb3d3ca45e83dc971488fd,29300.0,1.0,157.45,157.45,1.0,3.0,35.28664351851852,14.693668981481482,1.0,0.0,0.0,1.0,210.32234953703704,1.0,157.45,1,Higher Activity Segment
041e7a50f42343bca153f0df4729723e,15400.0,1.0,34.79,34.79,1.0,5.0,19.799039351851853,1.742048611111111,1.0,0.0,0.0,1.0,209.78636574074073,1.0,34.79,1,Higher Activity Segment
04216e3374a4ddb59314b1f5fc9cc410,4929.0,1.0,89.88000000000001,89.88000000000001,1.0,3.0,17.95804398148148,3.5198263888888888,1.0,0.0,0.0,1.0,149.1675925925926,1.0,89.88000000000001,1,Higher Activity Segment
043e4ab7fb6ce15a641ee24c596a1e4e,90690.0,1.0,153.62,153.62,1.0,4.0,31.83744212962963,1.7700694444444445,1.0,0.0,0.0,1.0,268.7967476851852,1.0,153.62,1,Higher Activity Segment
